Node_ID,Gender,DOB_Year,Age_First_Analysis,Drug_Activity,Recode_Level,Drug_Type,Group_Membership_Type,Group_Membership_Code
0,0,1943,73,0,0,0,0,6.0
1,1,1965,51,1,1,1,0,6.0
2,1,1969,47,1,2,2,1,9.0
3,1.0,1980,36,1,3,3,2,11.0
4,1,1986,30,1,4,2,3,13.0
5,1,1985,31,1,4,1,1,9.0
6,1,1982,34,1,4,1,1,9.0
7,1,1977,39,0,0,0,4,99.0
8,1,1976,40,1,5,4,1,9.0
9,1,1985,31,0,0,0,4,99.0
10,1,1970,46,0,0,0,0,6.0
11,1,1964,52,0,0,0,2,11.0
12,1,1955,61,1,6,5,0,6.0
13,1.0,1968.0,48.0,0,0,0,4,99.0
14,1,1975,41,1,2,2,5,1.0
15,1,1956,60,1,7,2,2,11.0
16,1,1979,37,0,0,0,4,99.0
17,1,1979,37,0,0,0,0,6.0
18,1,1979,37,0,0,0,0,6.0
19,1,1979,37,1,5,4,1,9.0
20,1,1987,29,1,8,2,3,13.0
21,1,1981,35,1,4,5,3,13.0
22,0,1978,38,1,8,2,0,6.0
23,1,1980,36,0,0,0,0,6.0
24,1,1949,67,0,0,0,4,99.0
25,1,1955,61,1,9,6,2,11.0
26,1,1951,65,1,9,7,2,11.0
27,1,1982,34,1,10,1,0,6.0
28,1.0,1980,36,1,10,1,0,6.0
29,1,1973,43,0,0,0,4,99.0
30,1.0,1981,35,0,0,0,0,6.0
31,1,1964,52,0,0,0,4,99.0
32,1,1979,37,0,0,0,0,6.0
33,1,1965,51,0,0,0,4,99.0
34,1,1954,62,0,0,0,4,99.0
35,1,1986,30,0,0,0,3,13.0
36,0,1968.0,48.0,0,0,0,4,99.0
37,1,1978,38,0,0,0,4,99.0
38,1,1967,49,0,0,0,0,6.0
39,1,1971.0,45.0,1,8,1,4,99.0
40,1,1976,40,1,8,1,0,6.0
41,1,1941,75,1,2,2,1,9.0
42,1,1985,31,0,0,0,4,99.0
43,1,1968.0,48.0,0,0,0,4,99.0
44,1,1988,28,0,0,0,3,13.0
45,1,1970,46,0,0,0,2,11.0
46,1,1988,28,0,0,0,3,13.0
47,1,1968,48,0,0,0,0,6.0
48,1,1948,68,1,6,2,6,14.0
49,1,1982,34,0,0,0,0,6.0
50,1,1977,39,0,0,0,4,99.0
51,1,1966,50,0,0,0,2,11.0
52,1,1977,39,0,0,0,4,99.0
53,1,1980,36,0,0,0,0,6.0
54,1,1969,47,0,0,0,7,4.0
55,1,1974,42,1,10,2,0,6.0
56,1,1967,49,0,0,0,2,11.0
57,1,1978,38,0,0,0,0,6.0
58,1,1972,44,0,0,0,0,6.0
59,1,1980,36,1,1,1,0,6.0
60,1,1978,38,0,0,0,0,6.0
61,1,1988,28,1,8,1,4,99.0
62,1,1978,38,1,8,8,0,6.0
63,1,1984,32,0,0,0,4,99.0
64,1,1984,32,0,0,0,4,99.0
65,1,1953,63,1,11,2,4,99.0
66,1,1965,51,1,10,6,8,3.0
67,1,1971,45,0,0,0,4,99.0
68,1.0,1973,43,1,5,1,2,11.0
69,0,1938,78,0,0,0,4,99.0
70,1,1961,55,0,0,0,4,99.0
71,0,1967,49,0,0,0,4,99.0
72,1,1929,87,0,0,0,4,99.0
73,1,1982,34,0,0,0,0,6.0
74,1,1985,31,1,1,5,0,6.0
75,1,1946,70,1,11,2,0,6.0
76,1,1968,48,1,11,5,0,6.0
77,1,1951,65,0,0,0,0,6.0
78,1,1963,53,0,0,0,9,2.0
79,1,1985,31,1,4,2,3,13.0
80,1,1984,32,0,0,0,1,9.0
81,1,1983,33,1,4,2,1,9.0
82,1,1976,40,1,5,1,10,21.0
83,1,1977,39,0,0,0,2,11.0
84,1,1965,51,1,5,5,1,9.0
85,1.0,1980,36,0,0,0,7,4.0
86,1,1977,39,0,0,0,7,4.0
87,1,1979,37,0,0,0,7,4.0
88,1,1967,49,1,8,9,4,99.0
89,0,1968.0,48.0,0,0,0,4,99.0
90,1,1936,80,0,0,0,4,99.0
91,1,1964,52,1,6,2,4,99.0
92,1,1966,50,0,0,0,4,99.0
93,1,1981,35,0,0,0,4,99.0
94,1,1968,48,1,3,10,7,4.0
95,1,1954,62,1,8,1,8,3.0
96,1.0,1978,38,1,12,3,2,11.0
97,1,1978,38,1,3,3,2,11.0
98,1,1988,28,0,0,0,3,13.0
99,1,1975,41,0,0,0,4,99.0
100,1,1976,40,0,0,0,0,6.0
101,0,1966,50,1,1,6,0,6.0
102,1,1956,60,0,0,0,0,6.0
103,1,1985,31,0,0,0,0,6.0
104,1,1983,33,1,4,3,0,6.0
105,1,1981,35,0,0,0,0,6.0
106,1,1977,39,0,0,0,4,99.0
107,1,1968.0,48.0,0,0,0,4,99.0
108,1,1946,70,0,0,0,4,99.0
109,1,1979,37,0,0,0,0,6.0
110,1,1968.0,48.0,0,0,0,4,99.0
111,1,1968.0,48.0,0,0,0,4,99.0
112,1,1968.0,48.0,0,0,0,4,99.0
113,1,1972,44,1,10,2,0,6.0
114,1.0,1974,42,0,0,0,7,4.0
115,1,1978,38,0,0,0,0,6.0
116,1,1975,41,1,13,1,0,6.0
117,1,1966,50,0,0,0,7,4.0
118,1,1987,29,0,0,0,7,4.0
119,1,1974,42,1,9,6,2,11.0
120,1,1976,40,1,9,6,2,11.0
121,1,1985,31,1,9,6,3,13.0
122,1,1984,32,1,1,1,10,15.0
123,1,1972.0,44.0,0,0,0,0,6.0
124,1,1943,73,0,0,0,2,11.0
125,1,1975,41,1,10,2,7,4.0
126,1,1981,35,1,1,2,0,6.0
127,0,1976,40,0,0,0,0,6.0
128,1,1980,36,1,4,7,3,13.0
129,1,1968,48,0,0,0,4,99.0
130,1,1968.0,48.0,0,0,0,4,99.0
131,1,1969,47,0,0,0,0,6.0
132,1,1981,35,0,0,0,11,5.0
133,1,1971,45,1,10,8,0,6.0
134,1,1989,27,1,5,9,0,6.0
135,1,1986,30,0,0,0,1,9.0
136,1,1968.0,48.0,0,0,0,4,99.0
137,1.0,1974,42,0,0,0,0,6.0
138,1,1973,43,0,0,0,0,6.0
139,1.0,1978,38,1,3,3,2,11.0
140,1,1953,63,1,1,1,0,6.0
141,1,1953,63,0,0,0,4,99.0
142,1,1979,37,1,1,5,0,6.0
143,1,1968,48,0,0,0,7,4.0
144,1,1966,50,1,14,1,4,99.0
145,1,1984,32,1,9,6,3,13.0
146,1,1982,34,1,4,5,7,4.0
147,1,1968,48,1,5,1,4,99.0
148,1,1988,28,1,4,2,3,13.0
149,1,1972.0,44.0,0,0,0,0,6.0
150,1,1954,62,0,0,0,0,6.0
151,1,1966,50,0,0,0,0,6.0
152,1,1962,54,0,0,0,2,11.0
153,1,1979,37,1,1,2,0,6.0
154,1,1985,31,1,1,5,0,6.0
155,1,1979,37,1,1,6,0,6.0
156,1,1979,37,1,5,4,1,9.0
157,1,1980,36,0,0,0,4,99.0
158,1,1960,56,0,0,0,0,6.0
159,1,1984,32,1,8,1,3,13.0
160,1,1984,32,1,1,5,0,6.0
161,1,1968.0,48.0,0,0,0,4,99.0
162,1,1978,38,0,0,0,0,6.0
163,1,1963,53,1,5,1,2,11.0
164,1,1972.0,44.0,0,0,0,0,6.0
165,1,1972.0,44.0,0,0,0,0,6.0
166,1,1973,43,0,0,0,2,11.0
167,1,1976,40,0,0,0,0,6.0
168,1,1960,56,1,10,7,0,6.0
169,1,1975,41,0,0,0,4,99.0
170,1,1978,38,0,0,0,0,6.0
171,1,1977,39,0,0,0,0,6.0
172,1,1972,44,0,0,0,0,6.0
173,1,1980,36,0,0,0,4,99.0
174,1,1956,60,0,0,0,0,6.0
175,1,1972,44,1,1,1,2,11.0
176,1,1983,33,0,0,0,0,6.0
177,1,1948,68,1,6,2,4,99.0
178,1,1968,48,0,0,0,0,6.0
179,1,1968,48,0,0,0,0,6.0
180,1,1965.0,51.0,0,0,0,2,11.0
181,1,1983,33,1,1,5,0,6.0
182,0,1986,30,0,0,0,4,99.0
183,1,1977,39,0,0,0,7,4.0
184,1,1965,51,0,0,0,0,6.0
185,1.0,1969,47,0,0,0,0,6.0
186,1,1975,41,1,5,2,4,99.0
187,1,1945,71,0,0,0,4,99.0
188,1,1982,34,1,15,2,0,6.0
189,1,1956,60,1,8,2,2,11.0
190,1,1964,52,0,0,0,2,11.0
191,1,1962,54,1,15,6,0,6.0
192,1,1969,47,1,5,1,0,6.0
193,1,1980,36,1,9,6,3,13.0
194,1,1981,35,1,9,6,3,13.0
195,1.0,1968.0,48.0,0,0,0,4,99.0
196,1,1981,35,0,0,0,7,4.0
197,1,1983,33,1,9,6,3,13.0
198,1,1968.0,48.0,0,0,0,4,99.0
199,1,1985,31,1,9,6,3,13.0
200,1.0,1982,34,1,9,6,3,13.0
201,1,1967,49,0,0,0,0,6.0
202,1,1962,54,1,8,1,4,99.0
203,0,1973,43,1,5,1,0,6.0
204,1,1967,49,0,0,0,2,11.0
205,1,1984,32,1,9,6,3,13.0
206,1,1954,62,0,0,0,4,99.0
207,1,1985,31,0,0,0,7,4.0
208,1,1964,52,0,0,0,7,4.0
209,1,1984,32,0,0,0,0,6.0
210,1,1962,54,1,5,4,1,9.0
211,1,1974,42,1,10,6,0,6.0
212,1,1985,31,1,1,1,0,6.0
213,1,1972.0,44.0,0,0,0,0,6.0
214,1,1981,35,0,0,0,0,6.0
215,1,1975,41,1,8,2,2,11.0
216,1,1946,70,1,5,11,4,99.0
217,1,1982,34,0,0,0,0,6.0
218,1,1973,43,1,8,8,0,6.0
219,1,1983,33,0,0,0,4,99.0
220,1,1968,48,1,4,8,4,99.0
221,1,1965,51,0,0,0,4,99.0
222,1,1973,43,1,5,1,0,6.0
223,1,1957,59,0,0,0,0,6.0
224,1,1963,53,1,10,10,2,11.0
225,1,1968,48,0,0,0,2,11.0
226,0,1986,30,1,9,6,3,13.0
227,1,1971,45,0,0,0,7,4.0
228,1,1975,41,0,0,0,0,6.0
229,1,1970,46,0,0,0,4,99.0
230,1,1983,33,1,1,1,10,34.0
231,1,1948,68,0,0,0,4,99.0
232,0,1968.0,48.0,0,0,0,4,99.0
233,1,1968.0,48.0,0,0,0,4,99.0
234,1,1964,52,1,16,1,2,11.0
235,1,1951,65,0,0,0,0,6.0
236,1,1945,71,0,0,0,0,6.0
237,1,1982,34,0,0,0,0,6.0
238,0,1963,53,0,0,0,0,6.0
239,1,1975,41,1,1,5,0,6.0
240,1,1948,68,0,0,0,0,6.0
241,1.0,1974,42,1,1,1,2,11.0
242,1,1980,36,1,9,6,3,13.0
243,1,1969,47,1,8,6,2,11.0
244,1,1953,63,0,0,0,0,6.0
245,1,1973,43,1,1,1,2,11.0
246,1,1973,43,0,0,0,4,99.0
247,0,1954,62,0,0,0,4,99.0
248,1,1948,68,0,0,0,4,99.0
249,1,1952,64,1,10,12,2,11.0
250,1.0,1981,35,0,0,0,2,11.0
251,1.0,1965,51,0,0,0,4,99.0
252,1,1981,35,1,4,6,3,13.0
253,1.0,1983,33,0,0,0,4,99.0
254,1.0,1974,42,0,0,0,5,1.0
255,0,1975,41,1,5,1,0,6.0
256,1,1971,45,1,8,13,2,11.0
257,1,1960,56,0,0,0,4,99.0
258,0,1972.0,44.0,0,0,0,0,6.0
259,1,1972,44,0,0,0,5,1.0
260,0,1976,40,0,0,0,0,6.0
261,1,1974,42,0,0,0,4,99.0
262,1,1983,33,1,10,14,4,99.0
263,1,1955,61,1,10,2,0,6.0
264,0,1971,45,1,10,2,4,99.0
265,1,1968,48,0,0,0,4,99.0
266,1,1969,47,1,10,6,7,4.0
267,1,1974,42,0,0,0,7,4.0
268,1,1976,40,0,0,0,0,6.0
269,0,1982,34,1,9,6,3,13.0
270,1,1953,63,1,10,8,0,6.0
271,1,1986,30,0,0,0,4,99.0
272,1,1968.0,48.0,0,0,0,4,99.0
273,1,1980,36,0,0,0,0,6.0
274,1,1949,67,1,17,1,2,11.0
275,0,1977,39,0,0,0,0,6.0
276,1,1953,63,0,0,0,0,6.0
277,0,1959,57,1,5,1,0,6.0
278,1,1982,34,0,0,0,0,6.0
279,0,1967,49,0,0,0,5,1.0
280,1,1974,42,0,0,0,4,99.0
281,1,1976,40,0,0,0,2,11.0
282,1,1981,35,1,1,2,0,6.0
283,1,1977,39,0,0,0,0,6.0
284,1,1980,36,0,0,0,2,11.0
285,1,1972,44,1,1,2,2,11.0
286,1,1982,34,1,1,1,0,6.0
287,1,1979,37,0,0,0,0,6.0
288,1,1975,41,0,0,0,0,6.0
289,1,1971,45,1,9,6,3,13.0
290,1,1985,31,0,0,0,4,99.0
291,0,1964,52,0,0,0,4,99.0
292,1,1975,41,0,0,0,4,99.0
293,1,1948,68,0,0,0,4,99.0
294,1,1970,46,0,0,0,4,99.0
295,0,1961,55,1,1,1,4,99.0
296,1,1958,58,1,8,7,0,6.0
297,1,1959,57,0,0,0,4,99.0
298,1,1970,46,1,1,2,0,6.0
299,0,1980,36,1,8,2,0,6.0
300,0,1959,57,0,0,0,4,99.0
301,0,1968,48,0,0,0,4,99.0
302,1,1968,48,0,0,0,4,99.0
303,1,1977,39,0,0,0,4,99.0
304,0,1972,44,0,0,0,4,99.0
305,0,1967,49,1,8,3,4,99.0
306,1.0,1970.0,46.0,1,1,1,4,99.0
307,1,1968.0,48.0,0,0,0,4,99.0
308,1,1984,32,0,0,0,3,13.0
309,1,1985,31,0,0,0,4,99.0
310,0,1982,34,1,4,7,3,13.0
311,1,1966,50,1,1,1,0,6.0
312,1.0,1939,77,0,0,0,4,99.0
313,1,1981,35,0,0,0,0,6.0
314,1,1963,53,1,10,15,5,1.0
315,1,1972,44,1,5,2,5,1.0
316,1,1973,43,0,0,0,0,6.0
317,1,1972.0,44.0,0,0,0,0,6.0
318,1,1935,81,0,0,0,5,1.0
319,1,1965,51,1,18,12,5,1.0
320,1,1956,60,0,0,0,0,6.0
321,1,1985,31,0,0,0,5,1.0
322,1,1976,40,0,0,0,0,6.0
323,1,1963,53,1,1,1,4,99.0
324,1.0,1976,40,0,0,0,0,6.0
325,0,1968.0,48.0,0,0,0,4,99.0
326,0,1970,46,0,0,0,7,4.0
327,1,1979,37,0,0,0,0,6.0
328,1,1975,41,0,0,0,7,4.0
329,0,1979,37,0,0,0,0,6.0
330,1,1984,32,0,0,0,4,99.0
331,1,1951,65,1,8,1,8,3.0
332,1,1951,65,0,0,0,4,99.0
333,0,1976.0,40.0,1,8,3,4,99.0
334,1.0,1982,34,0,0,0,3,13.0
335,1,1950,66,1,10,2,0,6.0
336,1,1984,32,0,0,0,4,99.0
337,1,1972,44,0,0,0,0,6.0
338,1,1976,40,0,0,0,7,4.0
339,1.0,1962,54,0,0,0,7,4.0
340,1,1971,45,0,0,0,7,4.0
341,1,1968,48,0,0,0,7,4.0
342,1,1956,60,0,0,0,4,99.0
343,1,1972,44,0,0,0,0,6.0
344,1,1972.0,44.0,0,0,0,0,6.0
345,1,1974,42,0,0,0,0,6.0
346,1,1958,58,0,0,0,5,1.0
347,1,1965,51,0,0,0,5,1.0
348,1,1965,51,1,19,16,9,2.0
349,0,1987,29,0,0,0,4,99.0
350,1,1978,38,1,8,3,4,99.0
351,1,1972,44,0,0,0,0,6.0
352,1,1975,41,0,0,0,4,99.0
353,1,1964,52,1,3,3,5,1.0
354,1,1972,44,0,0,0,9,2.0
355,1,1979,37,0,0,0,9,2.0
356,1,1983,33,0,0,0,9,2.0
357,1,1981,35,0,0,0,9,2.0
358,0,1965,51,0,0,0,4,99.0
359,1,1980,36,1,15,17,5,1.0
360,1,1985,31,0,0,0,7,4.0
361,1,1983,33,1,8,14,7,4.0
362,1,1984,32,1,1,8,3,13.0
363,1,1976,40,0,0,0,4,99.0
364,1,1971,45,1,20,2,0,6.0
365,1.0,1986,30,0,0,0,4,99.0
366,1,1955,61,0,0,0,4,99.0
367,1,1983,33,1,1,2,0,6.0
368,1,1964,52,1,8,2,4,99.0
369,0,1979,37,0,0,0,0,6.0
370,1.0,1980,36,1,9,6,3,13.0
371,1,1949,67,1,10,2,2,11.0
372,1,1959,57,0,0,0,5,1.0
373,1,1987,29,1,8,1,3,13.0
374,1,1979,37,0,0,0,5,1.0
375,1,1974,42,1,5,2,0,6.0
376,1,1957,59,1,10,18,5,1.0
377,1.0,1984,32,0,0,0,4,99.0
378,1,1975,41,0,0,0,7,4.0
379,1.0,1979,37,0,0,0,7,4.0
380,1.0,1978,38,0,0,0,7,4.0
381,1,1987,29,1,8,1,3,13.0
382,1,1968.0,48.0,0,0,0,4,99.0
383,1,1982,34,0,0,0,2,11.0
384,1.0,1963,53,0,0,0,4,99.0
385,1,1978,38,0,0,0,0,6.0
386,1,1977,39,1,5,1,0,6.0
387,1,1962,54,1,8,7,2,11.0
388,1,1937,79,1,3,19,0,6.0
389,1,1973,43,1,4,8,0,6.0
390,1,1940,76,0,0,0,0,6.0
391,1,1972.0,44.0,0,0,0,0,6.0
392,1,1968,48,0,0,0,0,6.0
393,1,1969,47,0,0,0,2,11.0
394,1,1980,36,1,10,2,4,99.0
395,1,1972,44,0,0,0,0,6.0
396,1,1987,29,1,1,5,0,6.0
397,1.0,1972,44,0,0,0,0,6.0
398,1,1961,55,0,0,0,2,11.0
399,1,1958,58,1,10,19,0,6.0
400,1,1945,71,1,6,5,6,14.0
401,1,1959,57,1,6,2,6,14.0
402,1,1946,70,1,6,2,6,14.0
403,1,1957,59,0,0,0,2,11.0
404,1,1965,51,1,6,2,6,14.0
405,0,1969,47,1,1,1,2,11.0
406,1,1980,36,1,5,7,0,6.0
407,1,1981,35,0,0,0,0,6.0
408,1,1965,51,1,4,12,2,11.0
409,1,1973,43,0,0,0,0,6.0
410,1,1972,44,0,0,0,4,99.0
411,1,1974,42,0,0,0,2,11.0
412,1,1989,27,0,0,0,3,13.0
413,1,1989,27,0,0,0,3,13.0
414,1,1961,55,0,0,0,0,6.0
415,1,1976,40,1,4,19,4,99.0
416,1,1962,54,0,0,0,4,99.0
417,0,1969,47,0,0,0,4,99.0
418,1,1978,38,0,0,0,0,6.0
419,1,1974,42,0,0,0,4,99.0
420,1,1976,40,0,0,0,0,6.0
421,1,1977,39,1,5,1,2,11.0
422,1,1974,42,1,1,6,0,6.0
423,1,1959,57,1,10,8,0,6.0
424,1,1959,57,0,0,0,0,6.0
425,1,1945,71,1,10,8,0,6.0
426,1,1987,29,0,0,0,0,6.0
427,1,1963.0,53.0,1,6,5,0,6.0
428,1,1981,35,0,0,0,4,99.0
429,1,1964,52,1,2,20,2,11.0
430,1,1953,63,0,0,0,4,99.0
431,1,1985,31,1,9,6,3,13.0
432,1,1975,41,0,0,0,2,11.0
433,1,1977,39,0,0,0,4,99.0
434,1,1972.0,44.0,0,0,0,0,6.0
435,1,1959,57,0,0,0,2,11.0
436,1,1968,48,0,0,0,2,11.0
437,1,1969,47,1,3,3,2,11.0
438,1,1946,70,0,0,0,2,11.0
439,1,1947,69,0,0,0,0,6.0
440,1,1977,39,0,0,0,0,6.0
441,1,1976,40,1,2,20,2,11.0
442,1,1976,40,1,8,19,0,6.0
443,1,1981,35,0,0,0,0,6.0
444,1,1978,38,0,0,0,0,6.0
445,0,1974,42,0,0,0,0,6.0
446,1.0,1967,49,0,0,0,9,2.0
447,1,1958,58,1,1,1,2,11.0
448,1,1969,47,0,0,0,0,6.0
449,0,1968.0,48.0,0,0,0,4,99.0
450,1,1968.0,48.0,0,0,0,4,99.0
451,1,1959,57,0,0,0,0,6.0
452,1,1984,32,0,0,0,0,6.0
453,1,1978,38,0,0,0,2,11.0
454,1,1960,56,0,0,0,2,11.0
455,1,1974,42,0,0,0,0,6.0
456,1,1973,43,1,10,19,0,6.0
457,1,1973,43,0,0,0,2,11.0
458,1,1962,54,0,0,0,2,11.0
459,1,1983,33,0,0,0,2,11.0
460,1,1955,61,1,5,1,0,6.0
461,0,1982,34,0,0,0,4,99.0
462,1,1971,45,0,0,0,4,99.0
463,1,1965,51,0,0,0,4,99.0
464,1,1958,58,0,0,0,4,99.0
465,1,1963,53,0,0,0,4,99.0
466,1,1968.0,48.0,0,0,0,4,99.0
467,1,1968.0,48.0,0,0,0,4,99.0
468,1.0,1961,55,0,0,0,0,6.0
469,1,1951,65,0,0,0,0,6.0
470,1,1978,38,1,9,1,3,13.0
471,1,1983,33,0,0,0,3,13.0
472,1,1978,38,0,0,0,3,13.0
473,1,1979,37,1,9,1,3,13.0
474,1,1982,34,1,9,1,3,13.0
475,0,1971,45,1,8,1,8,3.0
476,1,1962,54,0,0,0,4,99.0
477,1,1959,57,0,0,0,4,99.0
478,1,1968.0,48.0,0,0,0,4,99.0
479,1,1953,63,0,0,0,4,99.0
480,1,1941,75,0,0,0,0,6.0
481,1.0,1950,66,0,0,0,0,6.0
482,1,1974,42,0,0,0,0,6.0
483,1.0,1961,55,1,10,8,0,6.0
484,1,1975,41,1,10,2,0,6.0
485,1,1978,38,0,0,0,4,99.0
486,1,1978,38,1,5,8,7,4.0
487,1,1984,32,1,8,2,7,4.0
488,1.0,1979,37,0,0,0,4,99.0
489,1,1983,33,0,0,0,0,6.0
490,1.0,1981,35,1,10,2,7,4.0
491,1,1978,38,0,0,0,7,4.0
492,1,1964.0,52.0,1,15,2,7,4.0
493,1,1965,51,0,0,0,4,99.0
494,1,1978,38,1,1,5,0,6.0
495,1,1964,52,1,15,2,7,4.0
496,1,1969,47,0,0,0,7,4.0
497,1,1982,34,0,0,0,11,5.0
498,1,1964,52,0,0,0,7,4.0
499,1,1977,39,0,0,0,4,99.0
500,1.0,1982,34,0,0,0,4,99.0
501,1,1968.0,48.0,0,0,0,4,99.0
502,1,1986,30,0,0,0,4,99.0
503,1,1984,32,1,10,19,7,4.0
504,1,1983,33,1,10,8,7,4.0
505,1,1979,37,0,0,0,0,6.0
506,1,1986,30,0,0,0,7,4.0
507,1.0,1976,40,0,0,0,7,4.0
508,1,1981,35,1,1,1,0,6.0
509,1,1983,33,0,0,0,3,13.0
510,1,1988,28,1,4,2,3,13.0
511,1,1985,31,0,0,0,4,99.0
512,1,1971,45,1,8,8,4,99.0
513,1,1967,49,0,0,0,10,26.0
514,1,1982,34,0,0,0,2,11.0
515,1,1962,54,0,0,0,5,1.0
516,1,1964,52,0,0,0,5,1.0
517,1,1982,34,0,0,0,5,1.0
518,1,1987,29,0,0,0,5,1.0
519,1,1970,46,0,0,0,5,1.0
520,1,1959,57,0,0,0,5,1.0
521,1,1965,51,0,0,0,5,1.0
522,0,1967,49,0,0,0,5,1.0
523,1,1957,59,0,0,0,4,99.0
524,1,1980,36,1,10,1,0,6.0
525,1,1971,45,1,1,1,2,11.0
526,0,1962,54,0,0,0,4,99.0
527,0,1966,50,0,0,0,4,99.0
528,0,1957,59,0,0,0,4,99.0
529,1,1964,52,0,0,0,4,99.0
530,1,1968,48,1,21,2,0,6.0
531,1.0,1968.0,48.0,0,0,0,4,99.0
532,1.0,1960,56,1,1,6,0,6.0
533,1,1978,38,0,0,0,10,17.0
534,0,1965,51,0,0,0,4,99.0
535,1,1965,51,0,0,0,0,6.0
536,1,1973,43,0,0,0,4,99.0
537,1,1984,32,0,0,0,7,4.0
538,1,1970,46,1,10,19,7,4.0
539,1,1981,35,0,0,0,7,4.0
540,1,1977,39,0,0,0,0,6.0
541,1,1966,50,1,1,19,4,99.0
542,1,1974,42,0,0,0,0,6.0
543,1,1978,38,0,0,0,7,4.0
544,1,1948,68,1,10,2,0,6.0
545,1,1975,41,0,0,0,0,6.0
